assists,bonus,clean_sheets,code,first_name,form,goals_conceded,goals_scored,id,in_dreamteam,minutes,now_cost,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,status,team,team_code,total_points,web_name,yellow_cards,player_type
0,0,0,532529,Jack,0.1,0,0,677,False,1,45,0,0,0,1.0,0,0,Hinshelwood,a,5,BHA,1,Hinshelwood,0,MID
1,2,1,536916,Facundo,1.2,12,1,679,False,558,45,0,0,0,2.0,0,0,Buonanotte,a,5,BHA,26,Buonanotte,2,MID
0,0,0,509416,Yasin,0.2,2,0,719,False,65,45,0,0,0,1.0,0,0,Ayari,a,5,BHA,3,Ayari,0,MID
0,0,0,445548,Odeluga,0.0,3,0,736,False,23,40,0,0,0,0.5,0,0,Offiah,a,5,BHA,1,Offiah,0,DEF
0,0,0,209288,Tom,0.0,0,0,756,False,0,40,0,0,0,0.0,0,0,McGill,a,5,BHA,0,McGill,0,GKP
0,0,0,491598,Cameron,0.1,2,0,762,False,5,45,0,0,0,1.0,0,0,Peupion,a,5,BHA,1,Peupion,0,MID
0,0,0,447720,Imari,0.0,0,0,765,False,0,40,0,0,0,0.0,0,0,Samuels,i,5,BHA,0,Samuels,0,DEF
0,0,1,478912,Carney,0.7,7,0,48,False,342,42,0,0,0,1.3,0,0,Chukwuemeka,a,6,CHE,18,Chukwuemeka,0,MID
2,1,6,179268,Marc,0.0,20,0,112,False,1669,49,0,0,0,2.7,0,0,Cucurella Saseta,d,6,CHE,65,Cucurella,4,DEF
0,4,3,41328,César,1.0,21,0,127,False,1521,47,1,0,0,1.8,0,0,Azpilicueta,a,6,CHE,45,Azpilicueta,3,DEF
2,8,6,51090,Thiago,1.2,32,0,128,False,2351,54,0,0,0,3.0,0,0,Emiliano da Silva,a,6,CHE,80,Thiago Silva,2,DEF
0,0,0,82263,Marcos,0.0,0,0,129,False,0,53,0,0,0,0.0,0,0,Alonso,u,6,CHE,0,Alonso,0,DEF
0,0,0,88894,Ross,0.0,0,0,131,False,0,49,0,0,0,0.0,0,0,Barkley,u,6,CHE,0,Barkley,0,MID
2,2,4,91651,Mateo,1.0,25,1,132,False,1699,49,0,0,0,2.0,0,0,Kovacic,d,6,CHE,53,Kovacic,8,MID
0,15,9,109745,Kepa,2.0,33,0,133,False,2565,45,0,0,0,4.1,0,91,Arrizabalaga,a,6,CHE,118,Arrizabalaga,1,GKP
1,1,2,116594,N'Golo,1.2,7,0,134,False,517,48,0,0,0,2.6,0,0,Kanté,d,6,CHE,18,Kanté,1,MID
3,0,2,124183,Hakim,1.7,7,0,135,False,649,55,0,0,0,1.8,0,0,Ziyech,a,6,CHE,33,Ziyech,1,MID
1,1,5,126187,Ruben,1.5,23,0,136,False,1530,50,1,0,0,1.8,0,0,Loftus-Cheek,a,6,CHE,46,Loftus-Cheek,1,MID
0,0,0,165153,Timo,0.0,0,0,137,False,0,79,0,0,0,0.0,0,0,Werner,u,6,CHE,0,Werner,0,FWD
0,0,0,167767,Robert Kenedy,0.0,0,0,138,False,0,39,0,0,0,0.0,0,0,Nunes do Nascimento,u,6,CHE,0,Kenedy,0,DEF
3,4,4,172850,Ben,0.5,19,2,139,False,1402,56,0,0,0,3.0,0,0,Chilwell,d,6,CHE,70,Chilwell,3,DEF
1,0,3,176413,Christian,0.5,11,1,140,False,805,56,0,0,0,1.6,0,0,Pulisic,a,6,CHE,39,Pulisic,1,MID
0,1,5,180736,Trevoh,1.3,24,0,141,False,1601,44,1,0,0,2.0,0,0,Chalobah,a,6,CHE,49,Chalobah,4,DEF
4,8,8,184341,Mason,0.0,21,3,142,False,1644,72,0,0,0,3.4,0,0,Mount,d,6,CHE,82,Mount,4,MID
0,0,0,204727,Malang,0.0,0,0,143,False,0,50,0,0,0,0.0,0,0,Sarr,u,6,CHE,0,Sarr,0,DEF
0,0,0,209046,Callum,0.0,0,0,144,False,0,53,0,0,0,0.0,0,0,Hudson-Odoi,u,6,CHE,0,Hudson-Odoi,0,MID
1,13,9,219847,Kai,1.3,31,7,145,False,2565,74,0,0,0,2.9,0,0,Havertz,a,6,CHE,102,Havertz,5,FWD
2,5,2,225796,Reece,0.0,17,1,146,False,1242,58,0,0,0,2.8,0,0,James,i,6,CHE,44,James,4,DEF
0,0,1,228286,Edouard,0.2,14,0,147,False,855,48,0,0,0,2.4,0,25,Mendy,a,6,CHE,24,Mendy,1,GKP
1,7,4,232787,Conor,2.8,23,3,148,False,1608,56,0,0,0,1.9,1,0,Gallagher,a,6,CHE,66,Gallagher,9,MID
1,0,1,440323,Armando,0.0,5,1,150,False,285,52,0,0,0,1.8,0,0,Broja,i,6,CHE,21,Broja,0,FWD
0,0,0,199598,Ethan,0.0,0,0,151,False,0,44,0,0,0,0.0,0,0,Ampadu,u,6,CHE,0,Ampadu,0,DEF
0,4,2,444463,Wesley,0.7,24,1,272,False,1362,43,0,0,0,2.2,0,0,Fofana,a,6,CHE,37,W.Fofana,4,DEF
4,9,5,103955,Raheem,4.7,27,6,304,False,1886,97,0,0,0,3.6,0,0,Sterling,d,6,CHE,101,Sterling,4,MID
1,8,6,86129,Kalidou,0.2,22,2,520,False,1798,55,0,0,0,3.2,1,0,Koulibaly,a,6,CHE,74,Koulibaly,5,DEF
0,0,0,491785,Harvey,0.0,0,0,606,False,0,45,0,0,0,0.0,0,0,Vale,u,6,CHE,0,Vale,0,MID
0,0,2,212701,Denis,0.0,5,0,616,False,409,49,0,0,0,1.9,0,0,Zakaria,a,6,CHE,13,Zakaria,0,MID
0,3,1,54694,Pierre-Emerick,0.2,8,1,617,False,546,84,0,0,0,1.7,0,0,Aubameyang,a,6,CHE,25,Aubameyang,1,FWD
0,0,0,122074,Marcus,0.0,0,0,635,False,0,40,0,0,0,0.0,0,0,Bettinelli,d,6,CHE,0,Bettinelli,0,GKP
0,0,0,503301,Omari,0.0,0,0,653,False,22,42,0,0,0,1.0,0,0,Hutchinson,a,6,CHE,1,Hutchinson,0,MID
0,3,1,487838,Lewis,1.8,11,0,661,False,653,43,0,0,0,2.1,0,0,Hall,a,6,CHE,19,Hall,1,MID
0,0,0,461188,Bashir,0.0,0,0,673,False,0,45,0,0,0,0.0,0,0,Humphreys,u,6,CHE,0,Humphreys,0,DEF
0,0,0,520295,David Datro,0.2,1,0,684,False,68,50,0,0,0,1.0,0,0,Fofana,a,6,CHE,3,D.D.Fofana,0,FWD
0,2,4,242880,Benoît,1.3,9,1,689,False,904,50,0,0,0,3.6,0,0,Badiashile,d,6,CHE,40,Badiashile,2,DEF
0,7,2,428399,João,2.3,16,4,690,False,936,71,0,0,0,2.8,1,0,Félix Sequeira,a,6,CHE,44,João Félix,1,FWD
2,0,0,465920,Mykhailo,0.8,10,0,699,False,650,64,0,0,0,1.7,0,0,Mudryk,a,6,CHE,25,Mudryk,1,MID
0,0,0,532605,Andrey,0.0,0,0,702,False,0,45,0,0,0,0.0,0,0,Nascimento dos Santos,u,6,CHE,0,Andrey Santos,0,MID
0,2,0,248857,Noni,3.0,13,1,708,False,639,54,0,0,0,2.2,0,0,Madueke,a,6,CHE,26,Madueke,0,MID
2,1,3,448047,Enzo,1.7,25,0,724,False,1547,50,0,0,0,2.3,0,0,Fernández,a,6,CHE,42,Enzo,3,MID
0,0,0,447107,Ethan,0.0,0,0,771,False,0,40,0,0,0,0.0,0,0,Wady,a,6,CHE,0,Wady,0,GKP
0,0,0,514280,Alfie,0.0,0,0,775,False,0,40,0,0,0,0.0,0,0,Gilchrist,a,6,CHE,0,Gilchrist,0,DEF
0,0,2,437742,Albert,0.0,8,0,18,False,728,43,0,0,0,1.5,0,0,Sambi Lokonga,a,7,CRY,23,Sambi,2,MID
0,10,6,40836,Vicente,0.0,34,0,152,False,2430,44,0,0,0,3.7,0,85,Guaita,a,7,CRY,99,Guaita,1,GKP
0,1,0,49413,James,0.0,10,1,153,False,335,39,0,0,0,1.3,1,0,Tomkins,i,7,CRY,8,Tomkins,1,DEF
0,0,0,50471,James,0.4,0,0,154,False,50,48,0,0,0,1.0,0,0,McArthur,a,7,CRY,4,McArthur,0,MID
0,0,0,54861,Christian,0.0,0,0,155,False,0,55,0,0,0,0.0,0,0,Benteke,u,7,CRY,0,Benteke,0,FWD
0,5,8,55494,Joel,3.6,35,1,156,False,2253,44,0,0,0,2.8,0,0,Ward,a,7,CRY,78,Ward,6,DEF
0,0,3,57328,Nathaniel,0.0,23,0,157,False,1638,45,0,0,0,2.0,0,0,Clyne,a,7,CRY,44,Clyne,3,DEF
0,0,2,66975,Luka,0.2,7,0,158,False,500,42,0,0,0,1.3,0,0,Milivojevic,i,7,CRY,23,Milivojevic,2,MID
3,4,8,80146,Jordan,3.4,41,4,159,False,2708,52,0,0,0,2.7,0,0,Ayew,a,7,CRY,104,J.Ayew,5,MID
2,6,5,82403,Wilfried,1.8,34,7,160,False,2289,72,0,2,0,3.5,0,0,Zaha,i,7,CRY,95,Zaha,5,MID
2,2,9,86417,Jeffrey,1.8,38,3,161,False,2528,47,0,0,0,2.6,0,0,Schlupp,i,7,CRY,89,Schlupp,7,MID
1,3,1,108413,Will,3.2,11,1,163,False,822,48,0,0,0,1.5,0,0,Hughes,a,7,CRY,41,Hughes,4,MID
0,0,0,173954,Jairo,0.4,0,0,164,False,60,42,0,0,0,1.0,0,0,Riedewald,a,7,CRY,6,Riedewald,0,MID
0,1,8,174874,Joachim,2.2,37,1,165,False,2782,45,2,0,0,2.5,0,0,Andersen,a,7,CRY,80,Andersen,8,DEF
2,5,5,199670,Odsonne,2.6,25,5,166,False,1788,50,0,0,0,2.3,0,0,Edouard,a,7,CRY,82,Edouard,3,FWD
0,2,9,209036,Marc,2.4,46,1,167,False,3330,45,1,0,0,2.6,0,0,Guéhi,a,7,CRY,95,Guéhi,8,DEF
0,3,3,231747,Jean-Philippe,0.4,10,2,168,False,748,51,0,0,0,1.4,0,0,Mateta,a,7,CRY,41,Mateta,3,FWD
5,21,9,232413,Eberechi,6.8,35,10,169,False,2631,57,0,0,0,4.2,0,0,Eze,a,7,CRY,159,Eze,3,MID
2,7,8,244723,Tyrick,2.8,40,0,170,False,2889,44,0,0,0,2.6,1,0,Mitchell,a,7,CRY,93,Mitchell,5,DEF
11,15,8,443661,Michael,4.2,38,2,171,False,2743,53,0,0,0,3.6,0,0,Olise,a,7,CRY,132,Olise,2,MID
0,0,0,450542,Jesurun,0.0,0,0,172,False,0,45,0,0,0,0.0,0,0,Rak-Sakyi,u,7,CRY,0,Rak-Sakyi,0,MID
0,0,0,450535,Malcolm,0.0,1,0,173,False,31,42,0,0,0,1.0,0,0,Ebiowei,u,7,CRY,3,Ebiowei,0,MID
0,0,0,232423,Nathan,0.0,0,0,174,False,0,39,0,0,0,0.0,0,0,Ferguson,i,7,CRY,0,Ferguson,0,DEF
0,5,3,101982,Sam,2.6,10,0,175,False,810,44,0,0,0,4.0,0,26,Johnstone,a,7,CRY,36,Johnstone,1,GKP
0,0,0,169593,Remi,0.0,0,0,495,False,0,40,0,0,0,0.0,0,0,Matthews,u,7,CRY,0,Matthews,0,GKP
0,0,0,450541,Luke,0.0,0,0,496,False,0,45,0,0,0,0.0,0,0,Plange,u,7,CRY,0,Plange,0,FWD
3,3,7,438464,Cheick,2.2,41,0,514,False,2770,50,0,0,0,2.2,1,0,Doucouré,a,7,CRY,74,C.Doucouré,8,MID
0,0,1,427623,Chris,0.0,11,0,530,False,443,44,0,0,0,1.4,0,0,Richards,a,7,CRY,13,Richards,0,DEF
0,0,0,487818,Joseph,0.0,5,0,590,False,180,40,0,0,0,1.5,0,5,Whitworth,a,7,CRY,3,Whitworth,0,GKP
0,0,0,530318,Kaden,0.0,0,0,601,False,0,45,0,0,0,0.0,0,0,Rodney,a,7,CRY,0,Rodney,0,MID
0,0,0,532135,Killian,0.0,0,0,604,False,0,45,0,0,0,0.0,0,0,Phillips,u,7,CRY,0,Phillips,0,MID
0,0,0,461382,John-Kymani,0.0,0,0,634,False,0,45,0,0,0,0.0,0,0,Gordon,u,7,CRY,0,Gordon,0,FWD
0,0,0,422287,Kofi,0.0,0,0,642,False,0,40,0,0,0,0.0,0,0,Balmer,a,7,CRY,0,Balmer,0,DEF
0,0,0,515496,Owen,0.0,0,0,644,False,0,40,0,0,0,0.0,0,0,Goodman,a,7,CRY,0,Goodman,0,GKP
0,0,0,515503,Jack,0.0,0,0,654,False,0,45,0,0,0,0.0,0,0,Wells-Morrison,a,7,CRY,0,Wells-Morrison,0,MID
0,0,0,531989,David,0.0,0,0,676,False,1,45,0,0,0,1.0,0,0,Ozoh,a,7,CRY,1,Ozoh,0,MID
0,0,0,466117,Naouirou,0.2,2,0,725,False,87,45,0,0,0,0.9,0,0,Ahamada,a,7,CRY,7,Ahamada,1,MID
0,0,0,501468,Tayo,0.0,0,0,766,False,0,40,0,0,0,0.0,0,0,Adaramola,a,7,CRY,0,Adaramola,0,DEF
0,3,3,115382,Neal,0.6,19,1,110,False,1104,56,0,0,0,1.5,0,0,Maupay,a,8,EVE,41,Maupay,4,FWD
0,2,1,40349,Asmir,0.0,0,0,176,False,90,38,0,0,0,9.0,0,4,Begović,a,8,EVE,9,Begović,0,GKP
0,0,0,57134,Salomón,0.0,2,0,177,False,103,49,0,0,0,1.0,0,0,Rondón,u,8,EVE,7,Rondón,0,FWD
0,5,5,59949,Seamus,0.0,25,1,178,False,1654,41,0,0,0,2.7,0,0,Coleman,i,8,EVE,63,Coleman,1,DEF
0,0,0,60252,Andros,0.0,0,0,179,False,0,54,0,0,0,0.0,0,0,Townsend,i,8,EVE,0,Townsend,0,MID
2,5,2,106611,Michael,1.6,22,1,180,False,983,42,0,0,0,3.2,0,0,Keane,a,8,EVE,39,Keane,0,DEF
0,0,0,108823,Dele,0.0,1,0,181,False,38,53,0,0,0,1.0,0,0,Alli,u,8,EVE,2,Dele,0,MID
1,10,8,111234,Jordan,4.4,57,0,182,False,3330,44,0,0,1,3.4,0,124,Pickford,a,8,EVE,124,Pickford,6,GKP
0,0,0,119765,Allan,0.0,0,0,183,False,0,48,0,0,0,0.0,0,0,Marques Loureiro,u,8,EVE,0,Allan,0,MID
0,0,0,120250,André,0.0,0,0,184,False,0,45,0,0,0,0.0,0,0,Tavares Gomes,u,8,EVE,0,André Gomes,0,MID
2,10,4,121599,Abdoulaye,6.0,27,5,185,False,1527,53,0,0,0,3.0,1,0,Doucouré,a,8,EVE,76,A.Doucouré,6,MID
8,9,9,153133,Alex,4.4,56,2,186,False,3379,49,0,0,0,3.3,0,0,Iwobi,a,8,EVE,126,Iwobi,2,MID
0,0,0,160987,Jean-Philippe,0.0,0,0,187,False,0,45,0,0,0,0.0,0,0,Gbamin,u,8,EVE,0,Gbamin,0,MID
0,7,1,164511,Yerry,4.0,9,2,188,False,594,43,0,0,0,4.7,0,0,Mina,a,8,EVE,33,Mina,2,DEF
1,4,7,172632,Demarai,1.0,39,4,189,False,2501,51,0,0,0,2.8,0,0,Gray,a,8,EVE,91,Gray,3,MID
0,0,1,173807,Tom,0.0,9,0,190,False,524,49,0,0,0,1.0,0,0,Davies,d,8,EVE,19,Davies,3,MID
1,2,4,177815,Dominic,2.4,22,2,191,False,1166,79,0,0,0,2.4,0,0,Calvert-Lewin,i,8,EVE,40,Calvert-Lewin,3,FWD
0,2,2,194164,Mason,0.2,9,0,192,False,506,42,0,0,0,2.0,1,0,Holgate,a,8,EVE,16,Holgate,1,DEF
1,0,1,198826,Ben,0.0,18,0,193,False,801,43,0,0,0,1.4,0,0,Godfrey,i,8,EVE,18,Godfrey,2,DEF
1,4,7,224967,Vitalii,0.6,46,0,194,False,2653,41,0,0,0,2.2,0,0,Mykolenko,d,8,EVE,75,Mykolenko,4,DEF
0,0,0,480455,Jarrad,0.0,0,0,196,False,0,40,0,0,0,0.0,0,0,Branthwaite,u,8,EVE,0,Branthwaite,0,DEF
0,0,2,243571,Nathan,1.0,22,0,197,False,1274,39,0,0,0,1.6,0,0,Patterson,i,8,EVE,31,Patterson,3,DEF
0,0,0,495542,Niels,0.0,0,0,198,False,0,40,0,0,0,0.0,0,0,Nkounkou,u,8,EVE,0,Nkounkou,0,DEF
1,13,9,17761,James,2.8,57,1,199,False,3420,41,0,0,0,2.8,0,0,Tarkowski,a,8,EVE,106,Tarkowski,6,DEF
1,5,7,94147,Conor,1.4,28,1,475,False,2094,47,0,0,0,3.2,0,0,Coady,a,8,EVE,77,Coady,2,DEF
0,0,0,216054,Rúben,0.0,0,0,531,False,24,43,0,0,0,1.0,0,0,Nascimento Vinagre,i,8,EVE,2,Vinagre,0,DEF
5,14,5,433154,Dwight,6.0,46,7,534,False,2490,52,0,0,0,3.5,0,0,McNeil,a,8,EVE,126,McNeil,5,MID
0,0,0,510328,Stanley,0.0,0,0,560,False,0,43,0,0,0,0.0,0,0,Mills,a,8,EVE,0,Mills,0,MID
0,0,0,461453,Lewis,0.0,0,0,561,False,0,44,0,0,0,0.0,0,0,Warrington,u,8,EVE,0,Warrington,0,MID
1,0,2,232928,James,1.8,13,0,570,False,796,45,0,0,0,1.6,0,0,Garner,a,8,EVE,25,Garner,3,MID
3,2,9,449871,Amadou,1.8,37,1,577,False,2486,47,0,0,0,2.3,0,0,Onana,a,8,EVE,77,Onana,9,MID
0,0,0,474907,Reece,0.0,0,0,605,False,0,40,0,0,0,0.0,0,0,Welch,a,8,EVE,0,Welch,0,DEF
1,1,8,80801,Idrissa,1.6,45,0,611,False,2577,47,0,0,0,2.0,0,0,Gueye,a,8,EVE,66,Gueye,7,MID
0,0,0,11974,Eldin,0.0,0,0,627,False,0,40,0,0,0,0.0,0,0,Jakupovic,u,8,EVE,0,Jakupović,0,GKP
0,0,0,232829,Kyle,0.0,0,0,637,False,0,39,0,0,0,0.0,0,0,John,a,8,EVE,0,John,0,DEF
0,0,0,461416,Thomas,0.0,1,0,662,False,23,45,0,0,0,1.0,0,0,Cannon,u,8,EVE,2,Cannon,0,FWD
0,0,0,491559,Isaac,0.0,0,0,678,False,32,45,0,0,0,0.0,0,0,Price,a,8,EVE,0,Price,1,MID
0,0,0,218997,Ellis,0.2,4,1,686,False,219,45,0,0,0,1.5,0,0,Simms,a,8,EVE,17,Simms,0,FWD
0,0,0,536238,Ishé,0.0,0,0,757,False,0,40,0,0,0,0.0,0,0,Samuels-Smith,i,8,EVE,0,Samuels-Smith,0,DEF
0,0,0,11948,Andy,0.0,0,0,760,False,0,40,0,0,0,0.0,0,0,Lonergan,a,8,EVE,0,Lonergan,0,GKP
0,0,0,486623,Sean,0.0,0,0,768,False,0,45,0,0,0,0.0,0,0,McAllister,a,8,EVE,0,McAllister,0,MID
0,0,0,58822,Cédric,0.3,3,0,1,False,223,42,0,0,0,1.2,0,0,Alves Soares,a,9,FUL,10,Cédric,0,DEF
0,17,8,80201,Bernd,4.5,51,0,2,False,3240,46,0,0,1,3.9,0,144,Leno,a,9,FUL,142,Leno,3,GKP
0,0,0,61933,Shane,0.0,4,0,105,False,17,42,0,0,0,0.8,0,0,Duffy,a,9,FUL,4,Duffy,0,DEF
1,2,1,76357,Tom,4.0,13,2,200,False,968,47,0,0,0,1.6,0,0,Cairney,a,9,FUL,53,Cairney,2,MID
0,12,8,82514,Tim,0.2,44,1,201,False,2898,45,0,0,0,3.0,0,0,Ream,i,9,FUL,98,Ream,2,DEF
0,0,0,83543,Anthony,0.0,0,0,202,False,0,47,0,0,0,0.0,0,0,Knockaert,u,9,FUL,0,Knockaert,0,MID
0,0,0,89085,Nathaniel,0.0,4,0,203,False,11,44,0,0,0,0.2,1,0,Chalobah,u,9,FUL,1,Chalobah,0,MID
4,0,3,92259,Neeskens,0.5,10,0,204,False,758,54,0,0,0,2.4,0,0,Kebano,a,9,FUL,40,Kebano,0,MID
1,3,8,96994,Bobby,1.0,40,4,205,False,2473,54,0,0,0,2.5,0,0,De Cordova-Reid,a,9,FUL,90,De Cordova-Reid,8,MID
0,0,0,101105,Joe,0.0,0,0,206,False,0,44,0,0,0,0.0,0,0,Bryan,u,9,FUL,0,Bryan,0,DEF
0,0,0,102884,Paulo,0.0,0,0,207,False,0,40,0,0,0,0.0,0,0,Gazzaniga Farias,u,9,FUL,0,Gazzaniga,0,GKP
0,0,0,109434,Terence,0.0,0,0,208,False,0,39,0,0,0,0.0,0,0,Kongolo,u,9,FUL,0,Kongolo,0,DEF
0,1,3,109646,Tosin,1.8,39,1,209,False,2084,44,0,0,0,2.0,0,0,Adarabioyo,a,9,FUL,49,Tosin,4,DEF
2,14,7,128389,Aleksandar,2.8,30,14,210,False,2010,66,0,4,0,4.5,0,0,Mitrović,a,9,FUL,107,Mitrović,7,FWD
4,9,9,153366,Harrison,2.8,44,3,211,False,2868,43,1,0,0,2.9,0,0,Reed,a,9,FUL,107,Reed,5,MID
5,2,2,153682,Harry,4.2,15,2,212,False,1085,57,0,0,0,2.3,0,0,Wilson,a,9,FUL,68,Wilson,1,MID
0,0,1,155529,Marek,0.0,2,0,213,False,180,43,0,0,0,3.5,0,2,Rodák,a,9,FUL,7,Rodák,0,GKP
0,0,0,166324,Ivan,0.0,0,0,214,False,0,48,0,0,0,0.0,0,0,Neves Abreu Cavaleiro,u,9,FUL,0,Cavaleiro,0,MID
5,1,7,167074,Kenny,3.2,36,1,215,False,2569,44,0,0,0,2.9,0,0,Tete,a,9,FUL,90,Tete,8,DEF
0,0,0,168765,Josh,0.0,2,0,216,False,14,43,0,0,0,1.0,0,0,Onomah,u,9,FUL,2,Onomah,0,MID
2,5,9,169528,Antonee,2.3,44,0,217,False,3088,44,0,0,0,2.7,0,0,Robinson,a,9,FUL,93,Robinson,8,DEF
0,0,0,244042,Rodrigo,0.0,0,0,218,False,0,54,0,0,0,0.0,0,0,Muniz Carvalho,u,9,FUL,0,Muniz,0,FWD
1,0,0,490146,Jay,0.0,2,0,219,False,85,45,0,0,0,2.3,0,0,Stansfield,u,9,FUL,7,Stansfield,0,FWD
0,5,9,154296,João,1.8,43,3,220,False,3108,49,1,0,0,2.4,0,0,Palhinha Gonçalves,a,9,FUL,83,Palhinha,14,MID
1,2,1,200617,Daniel,0.5,18,2,231,False,802,59,0,0,0,1.9,0,0,James,d,9,FUL,45,James,0,MID
10,9,8,156689,Andreas,0.2,40,4,346,False,2696,43,0,0,0,3.7,0,0,Hoelgebaum Pereira,i,9,FUL,123,Andreas,8,MID
0,8,7,219924,Issa,2.7,26,1,470,False,2008,43,0,0,0,3.2,0,0,Diop,a,9,FUL,79,Diop,2,DEF
0,0,0,432931,Tyrese,0.0,0,0,521,False,1,44,0,0,0,1.0,0,0,Francois,u,9,FUL,1,Francois,0,MID
1,0,0,120721,Kevin,0.0,7,0,532,False,141,43,0,0,0,1.2,0,0,Mbabu,u,9,FUL,7,Mbabu,1,DEF
0,0,0,515024,Luke,0.0,1,0,546,False,10,43,0,0,0,1.0,0,0,Harris,a,9,FUL,3,Harris,0,MID
0,1,0,235674,Manor,1.0,11,4,562,False,560,49,0,0,0,2.3,0,0,Solomon,a,9,FUL,44,Solomon,0,MID
0,0,0,247664,Terry,0.0,0,0,591,False,0,45,0,0,0,0.0,0,0,Ablade,a,9,FUL,0,Ablade,0,FWD
0,0,0,89068,Layvin,0.0,4,0,613,False,136,43,0,0,0,0.7,0,0,Kurzawa,a,9,FUL,2,Kurzawa,1,DEF
7,11,9,47431,Willian,5.2,22,5,614,False,2127,55,0,0,0,4.3,0,0,Borges da Silva,a,9,FUL,116,Willian,2,MID
2,10,1,245824,Carlos Vinícius,4.8,20,5,618,False,1098,54,0,0,0,2.6,0,0,Alves Morais,a,9,FUL,72,Vinícius,3,FWD
0,0,0,478227,Stefan,0.0,0,0,636,False,0,40,0,0,0,0.0,0,0,Parkes,a,9,FUL,0,Parkes,0,DEF
0,0,0,573062,Martial,0.0,0,0,641,False,0,45,0,0,0,0.0,0,0,Godo,a,9,FUL,0,Godo,0,MID
0,0,0,511504,Kristian,0.0,0,0,667,False,0,45,0,0,0,0.0,0,0,Sekularac,a,9,FUL,0,Sekularac,0,MID
0,0,0,212314,Sasa,1.2,10,0,726,False,406,45,0,0,0,1.2,0,0,Lukic,a,9,FUL,15,Lukic,1,MID
0,0,0,235449,George,0.0,0,0,747,False,0,40,0,0,0,0.0,0,0,Wickens,a,9,FUL,0,Wickens,0,GKP
0,0,0,547673,Charlie,0.0,0,0,750,False,0,40,0,0,0,0.0,0,0,Robinson,a,9,FUL,0,C.Robinson,0,DEF
0,0,0,515023,Matthew,0.0,0,0,763,False,0,45,0,0,0,0.0,0,0,Dibley-Dias,a,9,FUL,0,Dibley-Dias,0,MID
0,0,0,17745,Kasper,0.0,0,0,248,False,0,50,0,0,0,0.0,0,0,Schmeichel,u,10,LEI,0,Schmeichel,0,GKP
0,0,2,37642,Jonny,1.6,28,0,249,False,1051,44,0,0,0,1.5,0,0,Evans,a,10,LEI,20,Evans,1,DEF
0,0,0,40146,Ryan,0.0,0,0,250,False,0,39,0,0,0,0.0,0,0,Bertrand,d,10,LEI,0,Bertrand,0,DEF
0,0,0,51938,Marc,0.0,3,1,251,False,232,47,0,0,0,2.2,0,0,Albrighton,u,10,LEI,13,Albrighton,0,MID
0,1,0,86881,Nampalys,0.4,13,1,252,False,746,42,0,0,0,1.6,0,0,Mendy,a,10,LEI,30,Mendy,1,MID
0,0,0,93100,Jannik,0.0,0,0,253,False,0,38,0,0,0,0.0,0,0,Vestergaard,i,10,LEI,0,Vestergaard,0,DEF
0,12,6,95463,Danny,0.0,46,0,254,False,2340,38,0,0,1,3.5,0,77,Ward,d,10,LEI,91,Ward,0,GKP
5,4,4,101668,Jamie,2.2,38,3,255,False,1841,91,0,1,0,2.2,0,0,Vardy,a,10,LEI,82,Vardy,1,FWD
1,2,0,111931,Ricardo,0.2,11,1,256,False,451,42,0,0,0,2.0,0,0,Barbosa Pereira,a,10,LEI,20,Ricardo,2,DEF
0,4,5,155569,Daniel,0.0,27,0,257,False,1608,39,0,0,0,2.5,0,0,Amartey,a,10,LEI,51,Amartey,1,DEF
4,11,8,166477,Timothy,2.0,63,2,258,False,3255,43,0,0,0,3.1,0,0,Castagne,a,10,LEI,114,Castagne,3,DEF
3,6,6,166989,Youri,2.8,49,3,259,False,2341,61,0,1,0,2.8,0,0,Tielemans,a,10,LEI,86,Tielemans,4,MID
2,0,1,168580,Ayoze,0.0,5,0,260,False,378,47,0,0,0,2.4,0,0,Pérez,u,10,LEI,19,Pérez,0,MID
9,9,4,172780,James,3.2,54,10,261,False,2479,78,0,1,0,4.5,0,0,Maddison,a,10,LEI,135,Maddison,10,MID
5,9,1,173515,Kelechi,1.2,23,5,262,False,1112,58,0,0,0,2.9,0,0,Iheanacho,a,10,LEI,82,Iheanacho,0,FWD
0,0,0,197469,Hamza,0.0,0,0,263,False,0,45,0,0,0,0.0,0,0,Choudhury,u,10,LEI,0,Choudhury,0,MID
2,0,6,201666,Harvey,4.6,51,13,264,False,2709,66,0,0,0,4.1,0,0,Barnes,a,10,LEI,138,Barnes,3,MID
0,0,1,203341,Wilfred,1.6,39,0,265,False,1672,48,0,0,0,1.5,0,0,Ndidi,d,10,LEI,41,Ndidi,4,MID
3,5,7,215413,Kiernan,0.8,41,2,266,False,2305,49,0,0,0,2.6,1,0,Dewsbury-Hall,a,10,LEI,82,Dewsbury-Hall,3,MID
0,3,0,218031,Çaglar,2.0,13,1,267,False,528,42,0,0,0,2.3,0,0,Söyüncü,i,10,LEI,16,Söyüncü,2,DEF
2,2,5,220627,James,0.0,25,0,268,False,1252,41,0,0,0,3.2,0,0,Justin,i,10,LEI,45,Justin,0,DEF
0,0,6,225902,Boubakary,1.8,30,0,269,False,1624,44,0,0,0,1.6,0,0,Soumaré,a,10,LEI,41,Soumaré,9,MID
