assists,bonus,clean_sheets,code,first_name,form,goals_conceded,goals_scored,id,in_dreamteam,minutes,now_cost,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,status,team,team_code,total_points,web_name,yellow_cards,player_type
0,0,0,564510,Garang,0.0,0,0,683,False,0,45,0,0,0,0.0,0,0,Kuol,u,15,NEW,0,Kuol,0,MID
0,0,0,547719,Lewis,0.2,0,0,741,False,14,45,0,0,0,1.0,0,0,Miley,a,15,NEW,1,Miley,0,MID
0,0,0,81441,Mark,0.0,0,0,776,False,0,40,0,0,0,0.0,0,0,Gillespie,a,15,NEW,0,Gillespie,0,GKP
1,1,4,215136,Neco,0.0,41,1,295,False,1872,38,0,0,0,1.7,0,0,Williams,i,16,NFO,54,N.Williams,7,DEF
0,0,1,50232,Jonjo,0.0,11,0,349,False,573,48,0,0,0,1.5,0,0,Shelvey,a,16,NFO,16,Shelvey,2,MID
0,7,4,60689,Chris,0.0,9,3,354,False,807,56,0,0,0,2.1,0,0,Wood,i,16,NFO,53,Wood,0,FWD
0,0,0,48615,Harry,0.0,0,0,378,False,0,41,0,0,0,0.0,0,0,Arter,a,16,NFO,0,Arter,0,MID
0,0,2,56917,Steve,0.0,21,0,379,False,956,43,0,0,0,1.7,0,0,Cook,a,16,NFO,20,Cook,4,DEF
0,0,0,57647,Lyle,0.0,0,0,380,False,0,41,0,0,0,0.0,0,0,Taylor,a,16,NFO,0,Lyle Taylor,0,FWD
0,0,0,58771,Jack,0.0,11,0,381,False,492,41,0,0,0,1.3,0,0,Colback,d,16,NFO,14,Colback,0,MID
0,0,0,102836,Brice,0.0,0,0,382,False,0,45,0,0,0,0.0,0,0,Samba,u,16,NFO,0,Samba,0,GKP
0,0,0,166325,Carlos,0.0,0,0,383,False,6,42,0,0,0,1.0,0,0,Ribeiro Dias,a,16,NFO,1,Cafú,0,MID
0,0,0,168172,Joe,0.0,0,0,384,False,0,49,0,0,0,0.0,0,0,Lolley,u,16,NFO,0,Lolley,0,MID
0,0,5,168281,Scott,0.0,32,0,385,False,1570,44,0,0,0,2.0,0,0,McKenna,i,16,NFO,40,McKenna,4,DEF
0,0,0,173399,Mohamed,0.0,0,0,386,False,0,40,0,0,0,0.0,0,0,Dräger,u,16,NFO,0,Dräger,0,DEF
3,0,5,204968,Ryan,1.8,36,0,387,False,1833,50,0,0,0,2.0,0,0,Yates,a,16,NFO,53,Yates,5,MID
0,2,5,208912,Joe,2.2,44,1,388,False,2215,42,0,0,0,2.0,0,0,Worrall,a,16,NFO,61,Worrall,6,DEF
0,0,0,209035,Jonathan,0.0,0,0,389,False,0,40,0,0,0,0.0,0,0,Panzo,u,16,NFO,0,Panzo,0,DEF
0,0,0,209925,Xande,0.0,0,0,390,False,0,50,0,0,0,0.0,0,0,Nascimento da Costa Silva,u,16,NFO,0,Xande Silva,0,MID
0,3,0,217331,Sam,0.4,5,1,391,False,306,46,0,0,0,1.3,0,0,Surridge,a,16,NFO,26,Surridge,2,FWD
0,0,0,221403,Richie,0.0,0,0,392,False,0,45,0,0,0,0.0,0,0,Laryea,u,16,NFO,0,Laryea,0,DEF
0,0,0,242885,Loïc,0.0,0,0,393,False,0,42,0,0,0,0.0,0,0,Mbe Soh,u,16,NFO,0,Mbe Soh,0,DEF
5,15,7,242898,Brennan,2.8,54,8,394,False,2930,55,0,2,0,3.2,0,0,Johnson,a,16,NFO,122,Johnson,6,FWD
0,0,0,244930,Alex,0.0,0,0,395,False,7,49,0,0,0,1.0,0,0,Mighten,u,16,NFO,1,Mighten,0,MID
0,0,0,437476,Braian,0.0,0,0,396,False,0,45,0,0,0,0.0,0,0,Ojeda Rodríguez,u,16,NFO,0,Ojeda,0,MID
1,16,5,210156,Taiwo,7.8,29,10,397,False,1395,56,0,0,0,3.7,0,0,Awoniyi,a,16,NFO,100,Awoniyi,2,FWD
0,12,6,172649,Dean,0.0,31,0,398,False,1620,46,0,0,2,4.6,0,54,Henderson,i,16,NFO,82,Henderson,2,GKP
0,0,0,437753,Giulian,0.0,1,0,399,False,15,42,0,0,0,1.0,0,0,Biancone,i,16,NFO,2,Biancone,0,DEF
1,7,3,90585,Willy,0.8,10,0,474,False,684,41,0,0,0,3.4,0,0,Boly,a,16,NFO,37,Boly,2,DEF
12,11,8,222531,Morgan,5.4,61,5,493,False,3151,55,0,0,0,3.9,0,0,Gibbs-White,a,16,NFO,145,Gibbs-White,6,MID
0,0,2,199170,Moussa,2.0,22,0,507,False,1163,43,0,0,0,1.8,0,0,Niakhaté,a,16,NFO,25,Niakhaté,1,DEF
0,0,0,204822,Omar,0.0,0,0,511,False,0,44,0,0,0,0.0,0,0,Richards,i,16,NFO,0,Richards,0,DEF
0,0,0,20066,Wayne,0.8,5,0,518,False,271,39,0,0,0,2.0,0,10,Hennessey,a,16,NFO,8,Hennessey,0,GKP
0,1,2,114241,Harry,0.6,17,0,523,False,933,43,0,0,0,1.6,0,0,Toffolo,a,16,NFO,30,Toffolo,2,DEF
0,0,1,243345,Lewis,0.0,14,1,524,False,578,47,0,0,0,1.7,0,0,O'Brien,u,16,NFO,22,O'Brien,2,MID
1,0,5,109322,Jesse,0.0,17,0,527,False,918,54,0,0,0,1.9,0,0,Lingard,d,16,NFO,33,Lingard,1,MID
1,0,5,179519,Orel,3.0,24,1,536,False,1543,49,0,0,0,1.9,0,0,Mangala,a,16,NFO,50,Mangala,3,MID
0,0,0,475492,Oliver,0.0,0,0,553,False,0,42,0,0,0,0.0,0,0,Hammond,a,16,NFO,0,Hammond,0,MID
0,0,6,89076,Remo,0.0,47,0,582,False,2157,49,0,0,0,1.9,0,0,Freuler,a,16,NFO,54,Freuler,4,MID
0,2,2,55037,Cheikhou,1.0,23,1,583,False,871,44,0,0,0,1.7,0,0,Kouyaté,a,16,NFO,35,Kouyaté,3,MID
2,3,1,230251,Emmanuel,0.2,17,2,585,False,709,56,0,0,0,2.1,0,0,Dennis,a,16,NFO,39,Dennis,3,FWD
2,3,5,233420,Renan Augusto,2.2,48,0,602,False,2211,43,0,0,0,2.0,0,0,Lodi dos Santos,a,16,NFO,56,Renan Lodi,7,DEF
0,0,0,500267,Loïc,0.0,0,0,621,False,0,45,0,0,0,0.0,0,0,Badé,u,16,NFO,0,Badé,0,DEF
0,8,6,80226,Serge,2.2,31,1,628,False,1943,43,0,0,0,2.9,0,0,Aurier,a,16,NFO,70,Aurier,2,DEF
0,0,0,524069,Dale,0.0,0,0,666,False,0,45,0,0,0,0.0,0,0,Taylor,u,16,NFO,0,Dale Taylor,0,FWD
0,0,0,184193,Jordan,0.0,0,0,675,False,0,40,0,0,0,0.0,0,0,Smith,u,16,NFO,0,Smith,0,GKP
0,0,0,185253,Gustavo Henrique,0.0,1,0,681,False,177,46,0,0,0,0.8,0,0,Furtado Scarpa,d,16,NFO,5,Scarpa,1,MID
2,5,1,513046,Danilo,5.0,18,3,703,False,976,45,0,0,0,3.7,0,0,dos Santos de Oliveira,d,16,NFO,48,Danilo,1,MID
0,5,2,28411,Keylor,3.0,32,0,729,False,1530,45,0,0,0,2.5,0,51,Navas,i,16,NFO,43,Navas,2,GKP
1,3,1,116404,Felipe Augusto,2.2,32,0,730,False,1417,45,0,0,0,1.6,0,0,de Almeida Monteiro,d,16,NFO,25,Felipe,4,DEF
0,0,0,45124,André,0.2,10,0,734,False,306,50,0,1,0,0.8,0,0,Ayew,a,16,NFO,11,A.Ayew,1,MID
0,0,0,450197,George,0.0,0,0,749,False,0,40,0,0,0,0.0,0,0,Shelvey,a,16,NFO,0,G.Shelvey,0,GKP
1,0,3,154043,Ainsley,1.0,31,0,21,False,1400,48,0,0,0,1.7,0,0,Maitland-Niles,a,17,SOU,38,Maitland-Niles,3,MID
1,0,4,514356,Roméo,2.2,50,1,321,False,2219,45,0,0,0,2.0,0,0,Lavia,a,17,SOU,57,Lavia,9,MID
2,1,2,20467,Theo,2.0,30,2,400,False,1123,48,1,0,0,2.5,0,0,Walcott,a,17,SOU,49,Walcott,1,MID
0,0,0,58376,Alex,1.2,17,0,401,False,540,43,0,0,0,1.3,0,14,McCarthy,a,17,SOU,8,McCarthy,0,GKP
0,0,0,78056,Oriol,0.0,4,0,402,False,74,48,0,0,0,2.0,0,0,Romeu Vidal,u,17,SOU,2,Romeu,0,MID
0,0,0,83283,Nathan,0.0,0,0,403,False,1,53,0,0,0,1.0,0,0,Redmond,u,17,SOU,1,Redmond,0,MID
2,2,1,91047,Stuart,3.0,34,2,405,False,1391,47,0,0,0,1.8,0,0,Armstrong,a,17,SOU,57,S.Armstrong,6,MID
1,0,2,96787,Mohamed,2.0,45,1,406,False,2162,51,0,0,0,1.9,0,0,Elyounoussi,a,17,SOU,62,Elyounoussi,4,MID
4,18,4,101178,James,5.6,72,9,407,False,3371,61,1,2,0,3.7,0,0,Ward-Prowse,a,17,SOU,142,Ward-Prowse,6,MID
1,3,1,155511,Adam,1.6,24,2,408,False,1321,53,0,0,0,1.8,0,0,Armstrong,a,17,SOU,54,A.Armstrong,2,FWD
0,2,3,158534,Kyle,0.4,58,1,409,False,2650,44,0,0,0,1.8,0,0,Walker-Peters,a,17,SOU,56,Walker-Peters,4,DEF
0,2,3,171771,Jan,0.2,40,0,410,False,1770,41,1,0,0,1.4,0,0,Bednarek,a,17,SOU,32,Bednarek,5,DEF
5,9,4,200439,Che,0.6,41,5,411,False,1987,60,0,0,0,3.4,0,0,Adams,i,17,SOU,94,Adams,1,FWD
0,0,0,203389,Nathan,0.0,0,0,412,False,0,50,0,0,0,0.0,0,0,Tella,u,17,SOU,0,Tella,0,MID
1,0,0,212721,Lyanco,2.6,26,1,413,False,1173,44,0,0,0,1.4,0,0,Silveira Neves Vojnovic,a,17,SOU,29,Lyanco,4,DEF
0,0,0,213482,Yan,0.0,2,0,414,False,45,40,0,0,0,0.0,0,0,Valery,u,17,SOU,0,Valery,0,DEF
0,0,0,214466,Will,0.0,0,0,415,False,0,45,0,0,0,0.0,0,0,Smallbone,u,17,SOU,0,Smallbone,0,MID
0,0,0,240143,Ibrahima,0.0,19,0,416,False,813,41,0,0,0,1.1,0,0,Diallo,a,17,SOU,19,Diallo,4,MID
2,5,4,244560,Romain,0.0,35,2,417,False,1828,40,1,0,0,2.4,0,0,Perraud,i,17,SOU,71,Perraud,4,DEF
2,0,0,431131,Moussa,0.4,14,0,418,False,702,49,0,0,0,1.7,0,0,Djenepo,a,17,SOU,27,Djenepo,1,MID
0,0,0,441191,Tino,0.4,0,0,419,False,26,44,0,0,0,1.0,0,0,Livramento,a,17,SOU,2,Livramento,0,DEF
1,2,1,450527,Mohammed,0.0,41,0,420,False,1971,42,1,0,0,1.5,0,0,Salisu,i,17,SOU,33,Salisu,5,DEF
0,0,0,200428,Mateusz,0.0,0,0,421,False,0,40,0,0,0,0.0,0,0,Lis,u,17,SOU,0,Lis,0,GKP
0,3,4,456350,Gavin,0.0,56,0,422,False,2880,44,0,0,1,2.6,0,69,Bazunu,a,17,SOU,84,Bazunu,0,GKP
2,5,3,477386,Armel,0.2,39,0,423,False,1881,45,0,0,0,2.0,0,0,Bella-Kotchap,i,17,SOU,49,Bella-Kotchap,4,DEF
0,0,0,20310,Willy,0.0,0,0,424,False,0,38,0,0,0,0.0,0,0,Caballero,a,17,SOU,0,Caballero,0,GKP
0,3,1,193204,Joe,0.4,24,2,512,False,1219,50,0,0,0,2.2,0,0,Ayodele-Aribo,a,17,SOU,46,Aribo,2,MID
2,0,0,476888,Sékou,0.2,10,1,528,False,538,53,0,0,0,1.5,0,0,Mara,a,17,SOU,32,Mara,1,FWD
0,0,0,515571,Juan,0.0,2,0,622,False,150,40,0,0,0,0.8,0,0,Larios López,i,17,SOU,4,Larios,0,DEF
0,2,1,173271,Duje,0.0,15,1,623,False,942,44,0,0,0,2.2,0,0,Caleta-Car,a,17,SOU,28,Caleta-Car,2,DEF
0,0,1,490503,Samuel,0.2,9,0,624,False,554,46,0,0,0,1.4,0,0,Edozie,i,17,SOU,23,Edozie,0,MID
0,0,0,476161,Lewis,0.0,0,0,647,False,0,45,0,0,0,0.0,0,0,Payne,u,17,SOU,0,Payne,0,MID
0,0,0,447372,Ryan,0.0,0,0,648,False,0,45,0,0,0,0.0,0,0,Finnigan,u,17,SOU,0,Finnigan,0,MID
0,0,0,493736,Jimmy,0.0,0,0,671,False,0,45,0,0,0,0.0,0,0,Morgan,u,17,SOU,0,Morgan,0,FWD
0,0,0,81205,Mislav,0.0,0,0,692,False,6,51,0,0,0,1.0,0,0,Orsic,a,17,SOU,1,Orsic,0,MID
2,4,0,502697,Carlos,3.4,25,4,693,False,1024,50,0,0,0,3.1,0,0,Alcaraz,a,17,SOU,55,Alcaraz,3,MID
0,0,0,184386,James,0.0,12,0,716,False,366,45,0,0,0,0.8,0,0,Bree,a,17,SOU,4,Bree,1,DEF
1,3,3,504783,Kamaldeen,4.6,20,2,731,False,959,49,0,0,0,2.5,0,0,Sulemana,a,17,SOU,45,Kamaldeen,1,MID
0,0,1,147611,Paul,0.6,7,0,732,False,401,53,0,0,0,1.3,0,0,Onuachu,d,17,SOU,14,Onuachu,0,FWD
0,0,0,494541,Kamari,0.5,0,0,769,False,6,45,0,0,0,1.0,0,0,Doyle,a,17,SOU,1,Doyle,0,MID
0,0,0,494543,Dominic,1.0,0,0,770,False,24,45,0,0,0,1.0,0,0,Ballard,a,17,SOU,2,Ballard,0,FWD
0,0,0,499724,Samuel,1.0,0,0,778,False,3,45,0,0,0,1.0,0,0,Amo-Ameyaw,a,17,SOU,1,Amo-Ameyaw,0,MID
0,12,7,37915,Hugo,0.0,39,0,425,False,2205,54,1,0,0,3.6,0,79,Lloris,i,18,TOT,89,Lloris,0,GKP
0,1,3,40383,Fraser,1.8,24,0,426,False,1215,39,0,0,1,2.9,0,32,Forster,a,18,TOT,40,Forster,1,GKP
9,48,11,78830,Harry,9.2,62,30,427,True,3406,115,0,1,0,6.9,0,0,Kane,a,18,TOT,263,Kane,6,FWD
6,8,9,85971,Son,4.2,55,10,428,False,2886,115,0,0,0,4.2,0,0,Heung-min,a,18,TOT,152,Son,2,MID
0,2,3,87835,Matt,0.0,9,1,429,False,663,46,0,0,0,2.9,0,0,Doherty,u,18,TOT,35,Doherty,0,DEF
1,5,9,93264,Eric,0.2,52,2,430,False,2816,50,0,0,0,2.9,0,0,Dier,i,18,TOT,96,Dier,3,DEF
0,0,0,95715,Lucas,1.6,5,1,431,False,145,58,0,0,0,1.1,1,0,Rodrigues Moura da Silva,a,18,TOT,17,Lucas Moura,0,MID
3,3,9,115556,Ben,1.8,33,2,432,False,2284,47,0,0,0,3.2,0,0,Davies,a,18,TOT,99,Davies,4,DEF
5,10,10,132015,Pierre-Emile,1.4,57,4,433,False,3131,53,0,0,0,3.4,0,0,Højbjerg,d,18,TOT,120,Højbjerg,5,MID
0,0,0,157668,Harry,0.0,0,0,434,False,0,44,0,0,0,0.0,0,0,Winks,u,18,TOT,0,Winks,0,MID
0,1,2,173904,Davinson,0.6,17,0,435,False,848,42,0,0,0,1.6,0,0,Sánchez,a,18,TOT,28,Sánchez,1,DEF
1,0,1,184349,Ryan,0.0,15,2,436,False,805,44,0,0,0,2.1,0,0,Sessegnon,i,18,TOT,35,R.Sessegnon,4,DEF
0,0,0,194252,Steven,0.0,0,0,437,False,0,55,0,0,0,0.0,0,0,Bergwijn,u,18,TOT,0,Bergwijn,0,MID
0,0,0,199249,Sergio,0.0,0,0,438,False,0,42,0,0,0,0.0,0,0,Reguilón,u,18,TOT,0,Reguilón,0,DEF
0,0,0,199584,Japhet,0.0,5,0,439,False,145,38,0,0,0,1.0,0,0,Tanganga,a,18,TOT,4,Tanganga,0,DEF
2,7,6,202993,Rodrigo,0.0,24,5,440,False,1501,53,0,0,0,3.9,0,0,Bentancur,i,18,TOT,71,Bentancur,8,MID
0,1,4,209042,Oliver,2.0,28,1,441,False,1489,43,0,0,0,1.9,0,0,Skipp,a,18,TOT,43,Skipp,7,MID
0,0,0,214225,Joe,0.0,0,0,442,False,0,40,0,0,0,0.0,0,0,Rodon,u,18,TOT,0,Rodon,0,DEF
2,3,8,221632,Cristian,2.0,41,0,443,False,2363,49,0,0,0,2.4,1,0,Romero,i,18,TOT,66,Romero,9,DEF
0,0,1,227127,Yves,0.8,20,0,444,False,998,47,0,0,0,1.2,0,0,Bissouma,a,18,TOT,27,Bissouma,6,MID
2,9,7,241157,Emerson,2.0,27,2,445,False,1729,48,0,0,0,3.3,1,0,Leite de Souza Junior,a,18,TOT,86,Emerson Royal,2,DEF
7,5,8,445044,Dejan,2.4,40,2,446,False,2062,78,0,0,0,3.2,0,0,Kulusevski,a,18,TOT,96,Kulusevski,2,MID
0,0,0,490145,Dane,0.0,0,0,447,False,0,45,0,0,0,0.0,0,0,Scarlett,u,18,TOT,0,Scarlett,0,FWD
8,6,6,45034,Ivan,1.2,44,1,448,False,2099,53,0,0,0,2.8,0,0,Perišić,a,18,TOT,94,Perišić,6,DEF
0,0,0,448791,Harvey,0.0,0,0,449,False,4,44,0,0,0,1.0,0,0,White,u,18,TOT,1,White,0,MID
1,0,0,482442,Pape Matar,1.0,11,0,450,False,211,42,0,0,0,1.3,0,0,Sarr,a,18,TOT,14,Sarr,1,MID
0,0,0,214572,Brandon,0.0,0,0,451,False,0,39,0,0,0,0.0,0,0,Austin,a,18,TOT,0,Austin,0,GKP
0,0,0,496179,Alfie,0.0,0,0,452,False,0,43,0,0,0,0.0,0,0,Devine,i,18,TOT,0,Devine,0,MID
0,0,0,447235,Troy,0.0,0,0,453,False,0,45,0,0,0,0.0,0,0,Parrott,u,18,TOT,0,Parrott,0,FWD
5,2,3,212319,Richarlison,2.0,18,1,454,False,995,84,0,0,0,2.0,0,0,de Andrade,a,18,TOT,54,Richarlison,3,FWD
2,6,5,171101,Clément,1.8,35,0,513,False,2018,48,0,0,0,2.4,0,0,Lenglet,a,18,TOT,63,Lenglet,4,DEF
0,0,0,232859,Djed,0.0,0,0,522,False,5,41,0,0,0,1.0,0,0,Spence,u,18,TOT,4,Spence,0,DEF
1,0,1,436234,Bryan,0.0,1,0,554,False,146,50,0,0,0,2.2,0,0,Gil Salvatierra,u,18,TOT,9,Bryan,1,MID
0,0,0,220307,Arnaut,1.0,5,1,713,False,162,61,0,0,0,1.7,0,0,Danjuma,a,18,TOT,15,Danjuma,0,MID
3,5,2,441164,Pedro,5.6,26,3,733,False,1132,48,0,0,0,3.9,0,0,Porro,a,18,TOT,59,Pedro Porro,0,DEF
0,0,0,461199,Romaine,0.0,0,0,748,False,0,45,0,0,0,0.0,0,0,Mundle,a,18,TOT,0,Mundle,0,MID
0,0,0,519327,George,0.2,0,0,758,False,1,45,0,0,0,1.0,0,0,Abbott,a,18,TOT,1,Abbott,0,MID
0,0,0,461201,Matthew,0.3,0,0,764,False,13,45,0,0,0,1.0,0,0,Craig,a,18,TOT,1,Craig,0,MID
0,0,0,492779,Yago,0.0,0,0,777,False,0,45,0,0,0,0.0,0,0,de Santiago Alonso,a,18,TOT,0,Alonso,0,MID
2,13,5,84939,Danny,2.0,26,8,30,False,1579,63,0,0,0,2.8,0,0,Ings,a,19,WHU,97,Ings,4,FWD
0,10,9,37096,Lukasz,2.7,48,0,455,False,3111,49,0,0,1,3.5,0,109,Fabianski,a,19,WHU,127,Fabianski,1,GKP
0,4,4,40669,Angelo,1.8,19,0,456,False,1234,44,0,0,0,2.8,0,0,Ogbonna,a,19,WHU,44,Ogbonna,0,DEF
1,8,6,55459,Aaron,1.5,32,0,457,False,2235,47,0,0,0,2.6,0,0,Cresswell,a,19,WHU,74,Cresswell,3,DEF
3,4,5,57531,Michail,2.2,29,5,458,False,1822,69,0,0,0,2.5,0,0,Antonio,a,19,WHU,84,Antonio,2,FWD
0,1,0,86934,Manuel,1.7,5,1,460,False,243,50,0,0,0,1.7,0,0,Lanzini,a,19,WHU,17,Lanzini,0,MID
1,8,7,103192,Kurt,0.3,29,2,461,False,1988,44,0,0,0,3.5,0,0,Zouma,a,19,WHU,88,Zouma,0,DEF
0,0,0,105717,Arthur,0.0,0,0,462,False,0,45,0,0,0,0.0,0,0,Masuaku,u,19,WHU,0,Masuaku,0,DEF
2,2,4,164555,Vladimir,0.7,35,0,463,False,2135,40,0,0,0,2.1,0,0,Coufal,a,19,WHU,58,Coufal,5,DEF
3,5,6,172841,Saïd,2.7,32,6,464,False,2059,55,0,0,0,3.0,0,0,Benrahma,a,19,WHU,106,Benrahma,0,MID
9,9,9,178186,Jarrod,3.7,50,6,465,False,3232,80,0,1,0,3.8,0,0,Bowen,a,19,WHU,145,Bowen,2,MID
0,0,0,180151,Nikola,0.0,0,0,466,False,0,50,0,0,0,0.0,0,0,Vlasic,u,19,WHU,0,Vlasic,0,MID
3,12,9,204480,Declan,2.8,50,4,467,False,3272,47,0,1,0,3.1,0,0,Rice,a,19,WHU,116,Rice,5,MID
4,6,8,215439,Tomas,3.5,42,2,468,False,2811,50,0,0,0,2.8,0,0,Soucek,a,19,WHU,100,Soucek,3,MID
1,6,1,217593,Pablo,2.8,28,3,469,False,1493,49,0,0,0,2.2,0,0,Fornals Malla,a,19,WHU,71,Fornals,0,MID
0,1,2,222018,Ben,0.5,13,0,471,False,860,44,0,0,0,1.7,0,0,Johnson,a,19,WHU,29,Johnson,0,DEF
0,5,5,210494,Nayef,2.7,28,2,472,False,1594,48,0,0,0,3.2,0,0,Aguerd,a,19,WHU,58,Aguerd,4,DEF
0,0,0,84182,Alphonse,0.0,7,0,473,False,307,43,0,0,0,1.4,0,9,Areola,a,19,WHU,7,Areola,0,GKP
0,0,1,220585,Flynn,1.0,14,0,509,False,752,42,0,0,0,1.3,0,0,Downes,a,19,WHU,27,Downes,2,MID
0,7,3,195899,Gianluca,0.0,12,3,529,False,921,66,0,0,0,2.6,0,0,Scamacca,i,19,WHU,41,Scamacca,3,FWD
0,2,2,109533,Emerson,1.0,28,1,545,False,1317,40,0,0,0,1.8,0,0,Palmieri dos Santos,d,19,WHU,39,Emerson,2,DEF
0,0,0,222017,Conor,0.0,0,0,556,False,1,44,0,0,0,1.0,0,0,Coventry,u,19,WHU,1,Coventry,0,MID
0,0,0,248865,Armstrong,0.0,0,0,572,False,0,44,0,0,0,0.0,0,0,Oko-Flex,u,19,WHU,0,Oko-Flex,0,MID
0,0,0,149519,Maxwel,0.5,5,0,575,False,232,59,0,0,0,1.0,0,0,Cornet,a,19,WHU,14,Cornet,0,MID
3,4,5,201057,Thilo,1.5,34,0,588,False,2229,43,1,0,0,2.5,0,0,Kehrer,a,19,WHU,67,Kehrer,4,DEF
5,8,6,224024,Lucas,2.2,39,4,603,False,2154,59,0,0,0,3.5,0,0,Tolentino Coelho de Lima,a,19,WHU,98,Paquetá,5,MID
0,0,0,487837,Divin,0.3,0,0,669,False,36,45,0,0,0,1.0,0,0,Mubama,a,19,WHU,3,Mubama,0,FWD
0,0,0,447879,Joseph,0.0,0,0,739,False,0,40,0,0,0,0.0,0,0,Anang,a,19,WHU,0,Anang,0,GKP
0,0,0,483364,Krisztián,0.0,0,0,740,False,0,39,0,0,0,0.0,0,0,Hegyi,a,19,WHU,0,Hegyi,0,GKP
0,0,0,518438,Kaelan,0.0,0,0,746,False,0,40,0,0,0,0.0,0,0,Casey,a,19,WHU,0,Casey,0,DEF
1,7,7,60232,Craig,1.4,31,1,459,False,2134,48,0,0,0,3.0,0,0,Dawson,a,20,WOL,75,Dawson,6,DEF
2,0,2,102057,Raúl,0.6,18,0,476,False,839,65,0,0,0,1.9,0,0,Jiménez,a,20,WOL,29,Jiménez,0,FWD
0,0,5,114128,Jonathan,0.0,21,1,477,False,1257,43,0,0,0,2.5,1,0,Castro Otto,a,20,WOL,45,Jonny,3,DEF
0,18,11,149065,José,1.8,55,0,478,False,3240,50,0,0,2,4.1,0,108,Malheiro de Sá,a,20,WOL,148,Sá,2,GKP
2,16,10,171317,Rúben,2.6,48,6,480,False,3020,52,0,0,0,3.4,0,0,da Silva Neves,a,20,WOL,118,Neves,12,MID
2,3,3,184754,Hwang,3.2,18,3,481,False,1117,57,0,0,0,2.2,0,0,Hee-chan,a,20,WOL,60,Hwang,1,MID
1,5,8,200402,Nélson,1.2,43,0,482,False,2633,50,0,0,0,2.1,1,0,Cabral Semedo,a,20,WOL,75,Semedo,11,DEF
1,10,6,200600,Daniel,1.0,31,6,483,False,1760,51,0,0,0,2.9,0,0,Castelo Podence,a,20,WOL,92,Podence,5,MID
1,12,11,214048,Max,1.4,56,0,484,False,3307,43,0,0,0,2.9,0,0,Kilman,a,20,WOL,109,Kilman,3,DEF
0,0,0,245923,Luke,0.0,0,0,485,False,0,44,0,0,0,0.0,0,0,Cundle,u,20,WOL,0,Cundle,0,MID
2,0,5,247632,Pedro,1.2,15,0,486,False,962,49,0,0,0,2.1,0,0,Lomba Neto,a,20,WOL,37,Neto,1,MID
0,0,4,448514,Rayan,0.0,18,1,487,False,1067,41,1,0,0,2.0,0,0,Aït-Nouri,a,20,WOL,41,Aït-Nouri,4,DEF
0,0,0,449988,Fabio,0.0,0,0,488,False,0,55,0,0,0,0.0,0,0,Silva,u,20,WOL,0,Fabio Silva,0,FWD
0,4,4,510362,Toti António,3.8,14,1,489,False,978,39,0,0,0,2.5,0,0,Gomes,a,20,WOL,43,Toti,6,DEF
0,0,0,510363,Francisco Jorge,0.0,0,0,490,False,0,50,0,0,0,0.0,0,0,Tomás Oliveira,i,20,WOL,0,Chiquinho,0,MID
4,0,2,159533,Adama,1.8,30,2,491,False,1477,53,0,0,0,1.9,0,0,Traoré Diarra,a,20,WOL,66,Adama,2,MID
0,0,0,216208,Matija,0.0,0,0,492,False,0,39,0,0,0,0.0,0,0,Šarkić,u,20,WOL,0,Šarkić,0,GKP
0,0,0,501837,Yerson,0.0,0,0,494,False,0,39,0,0,0,0.0,0,0,Mosquera Valdelamar,u,20,WOL,0,Mosquera,0,DEF
2,0,6,19624,João Filipe Iria,0.2,28,0,503,False,1773,46,0,0,0,1.8,0,0,Santos Moutinho,a,20,WOL,56,Moutinho,3,MID
0,6,4,432830,Nathan,0.6,37,0,516,False,1811,42,0,0,0,1.9,1,0,Collins,a,20,WOL,49,Collins,2,DEF
0,0,0,246799,Jackson,0.0,0,0,557,False,0,39,0,0,0,0.0,0,0,Smith,u,20,WOL,0,Smith,0,GKP
1,3,3,490721,Hugo,0.0,29,0,558,False,1307,38,0,0,0,2.0,0,0,Bueno López,a,20,WOL,41,Bueno,1,DEF
0,0,0,240299,Joseph,0.2,5,0,566,False,172,43,0,0,0,0.8,0,0,Hodge,a,20,WOL,5,Hodge,1,MID
0,0,0,198842,Connor,0.0,0,0,567,False,1,44,0,0,0,1.0,0,0,Ronan,u,20,WOL,1,Ronan,0,MID
0,0,0,461026,Chem,0.0,2,0,568,False,68,44,0,0,0,1.0,0,0,Campbell,u,20,WOL,5,Campbell,0,MID
1,1,2,181284,Gonçalo Manuel,0.0,12,1,579,False,703,58,0,0,0,2.2,0,0,Ganchinho Guedes,u,20,WOL,29,Guedes,1,MID
1,5,11,465351,Matheus Luiz,1.6,38,1,589,False,2467,48,0,0,0,2.4,1,0,Nunes,a,20,WOL,80,Matheus,2,MID
0,0,0,429414,Sasa,0.0,0,0,608,False,45,53,0,0,0,1.0,0,0,Kalajdzic,i,20,WOL,1,Kalajdžić,0,FWD
0,3,6,18507,Diego,0.8,17,1,625,False,1235,53,0,0,0,1.4,1,0,Da Silva Costa,a,20,WOL,33,Diego Costa,5,FWD
1,0,0,476502,Boubacar,0.4,9,0,629,False,405,43,0,0,0,1.4,0,0,Traoré,a,20,WOL,14,Traoré,2,MID
0,0,0,531363,Nathan,0.0,0,0,657,False,0,45,0,0,0,0.0,0,0,Fraser,a,20,WOL,0,Fraser,0,FWD
